Level,Date and Time,Source,Event ID,Task Category
Error,6/13/2020 9:14:36 AM,Microsoft-Windows-AppModel-Runtime,65,None,Failed with 0x57 retrieving AppModel Runtime status for package Windows.
Error,6/13/2020 9:05:32 AM,Microsoft-Windows-AppModel-Runtime,65,None,Failed with 0x57 retrieving AppModel Runtime status for package Windows.
Warning,6/13/2020 9:05:21 AM,Microsoft-Windows-DistributedCOM,10016,None,"The machine-default permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{C2F03A33-21F5-47FA-B4BB-156362A2F239}
 and APPID 
{316CDED5-E4AE-4B15-9113-7055D84DCC97}
 to the user LAPTOP-3VCLFU80\almoi SID (S-1-5-21-3160199353-1972228045-1784530820-1001) from address LocalHost (Using LRPC) running in the application container Microsoft.Windows.ShellExperienceHost_10.0.19041.1_neutral_neutral_cw5n1h2txyewy SID (S-1-15-2-155514346-2573954481-755741238-1654018636-1233331829-3075935687-2861478708). This security permission can be modified using the Component Services administrative tool."
Warning,6/13/2020 9:04:28 AM,BTHUSB,34,None,"The local adapter does not support an important Low Energy controller state to support peripheral mode.  The minimum required supported state mask is 0x2491f7fffff, got 0x1fffffff.  Low Energy peripheral role functionality will not be available."
Warning,6/13/2020 3:55:39 AM,BTHUSB,34,None,"The local adapter does not support an important Low Energy controller state to support peripheral mode.  The minimum required supported state mask is 0x2491f7fffff, got 0x1fffffff.  Low Energy peripheral role functionality will not be available."
Error,6/13/2020 12:55:38 AM,Microsoft-Windows-Kernel-Power,137,None,The system firmware has changed the processor's memory type range registers (MTRRs) across a sleep state transition (S4). This can result in reduced resume performance.
Error,6/13/2020 12:25:11 AM,Microsoft-Windows-AppModel-Runtime,65,None,Failed with 0x57 retrieving AppModel Runtime status for package Windows.
Warning,6/13/2020 12:10:15 AM,Microsoft-Windows-Security-SPP,8233,None,"The rules engine reported a failed VL activation attempt.
Reason:0xC004F074
AppId = 0ff1ce15-a989-479d-af46-f275c6370663, SkuId = dedfa23d-6ed1-45a6-85dc-63cae0546de6
Trigger=NetworkAvailable"
Warning,6/13/2020 12:09:51 AM,Microsoft-Windows-Security-SPP,8233,None,"The rules engine reported a failed VL activation attempt.
Reason:0xC004F074
AppId = 0ff1ce15-a989-479d-af46-f275c6370663, SkuId = dedfa23d-6ed1-45a6-85dc-63cae0546de6
Trigger=TimerEvent"
Error,6/13/2020 12:09:21 AM,Microsoft-Windows-AppModel-Runtime,65,None,Failed with 0x57 retrieving AppModel Runtime status for package Windows.
Warning,6/13/2020 12:09:18 AM,Microsoft-Windows-Security-SPP,8233,None,"The rules engine reported a failed VL activation attempt.
Reason:0xC004F074
AppId = 0ff1ce15-a989-479d-af46-f275c6370663, SkuId = dedfa23d-6ed1-45a6-85dc-63cae0546de6
Trigger=NetworkAvailable"
Warning,6/13/2020 12:09:00 AM,BTHUSB,34,None,"The local adapter does not support an important Low Energy controller state to support peripheral mode.  The minimum required supported state mask is 0x2491f7fffff, got 0x1fffffff.  Low Energy peripheral role functionality will not be available."
Warning,6/12/2020 1:21:26 PM,BTHUSB,34,None,"The local adapter does not support an important Low Energy controller state to support peripheral mode.  The minimum required supported state mask is 0x2491f7fffff, got 0x1fffffff.  Low Energy peripheral role functionality will not be available."
Error,6/12/2020 10:21:26 AM,Microsoft-Windows-Kernel-Power,137,None,The system firmware has changed the processor's memory type range registers (MTRRs) across a sleep state transition (S4). This can result in reduced resume performance.
Warning,6/12/2020 10:21:11 AM,BTHUSB,34,None,"The local adapter does not support an important Low Energy controller state to support peripheral mode.  The minimum required supported state mask is 0x2491f7fffff, got 0x1fffffff.  Low Energy peripheral role functionality will not be available."
Error,6/12/2020 10:02:22 AM,Microsoft-Windows-Kernel-Power,137,None,The system firmware has changed the processor's memory type range registers (MTRRs) across a sleep state transition (S4). This can result in reduced resume performance.
Warning,6/12/2020 9:12:45 AM,ESENT,642,General,"Catalog Database (4544,D,22) Catalog Database: The database format feature version 9120 (0x23a0) could not be used due to the current database format 1568.20.0, controlled by the parameter 0x410022D8 (8920 | JET_efvAllowHigherPersistedFormat)."
Warning,6/12/2020 9:12:45 AM,ESENT,642,General,"Catalog Database (4544,D,12) Catalog Database: The database format feature version 9080 (0x2378) could not be used due to the current database format 1568.20.0, controlled by the parameter 0x410022D8 (8920 | JET_efvAllowHigherPersistedFormat)."
Warning,6/12/2020 9:12:45 AM,ESENT,642,General,"Catalog Database (4544,D,50) Catalog Database: The database format feature version 9180 (0x23dc) could not be used due to the current database format 1568.20.0, controlled by the parameter 0x410022D8 (8920 | JET_efvAllowHigherPersistedFormat)."
Warning,6/12/2020 9:12:45 AM,ESENT,642,General,"Catalog Database (4544,D,12) Catalog Database: The database format feature version 9080 (0x2378) could not be used due to the current database format 1568.20.0, controlled by the parameter 0x410022D8 (8920 | JET_efvAllowHigherPersistedFormat)."
Warning,6/12/2020 9:12:45 AM,ESENT,642,General,"Catalog Database (4544,D,50) Catalog Database: The database format feature version 9180 (0x23dc) could not be used due to the current database format 1568.20.0, controlled by the parameter 0x410022D8 (8920 | JET_efvAllowHigherPersistedFormat)."
Warning,6/12/2020 9:12:33 AM,ESENT,642,General,"Catalog Database (4544,D,12) Catalog Database: The database format feature version 9080 (0x2378) could not be used due to the current database format 1568.20.0, controlled by the parameter 0x410022D8 (8920 | JET_efvAllowHigherPersistedFormat)."
Warning,6/12/2020 9:12:33 AM,ESENT,642,General,"Catalog Database (4544,D,12) Catalog Database: The database format feature version 9080 (0x2378) could not be used due to the current database format 1568.20.0, controlled by the parameter 0x410022D8 (8920 | JET_efvAllowHigherPersistedFormat)."
Error,6/12/2020 8:50:02 AM,Microsoft-Windows-AppModel-Runtime,65,None,Failed with 0x57 retrieving AppModel Runtime status for package Windows.
Error,6/12/2020 8:39:22 AM,Office 2016 Licensing Service,0,None,The operation completed successfully.
Warning,6/12/2020 8:37:28 AM,Microsoft-Windows-Security-SPP,8233,None,"The rules engine reported a failed VL activation attempt.
Reason:0xC004F074
AppId = 0ff1ce15-a989-479d-af46-f275c6370663, SkuId = dedfa23d-6ed1-45a6-85dc-63cae0546de6
Trigger=NetworkAvailable"
Warning,6/12/2020 8:37:04 AM,Microsoft-Windows-Security-SPP,8233,None,"The rules engine reported a failed VL activation attempt.
Reason:0xC004F074
AppId = 0ff1ce15-a989-479d-af46-f275c6370663, SkuId = dedfa23d-6ed1-45a6-85dc-63cae0546de6
Trigger=TimerEvent"
Warning,6/12/2020 8:36:21 AM,BTHUSB,34,None,"The local adapter does not support an important Low Energy controller state to support peripheral mode.  The minimum required supported state mask is 0x2491f7fffff, got 0x1fffffff.  Low Energy peripheral role functionality will not be available."
Error,6/12/2020 12:11:57 AM,Microsoft-Windows-Kernel-Power,137,None,The system firmware has changed the processor's memory type range registers (MTRRs) across a sleep state transition (S4). This can result in reduced resume performance.
Warning,6/11/2020 11:34:15 PM,ESENT,642,General,"Video.UI (10120,D,2) {BF77B55F-43A3-4EE3-9597-1C44FFF4C0F9}: The database format feature version 9080 (0x2378) could not be used due to the current database format 1568.20.0, controlled by the parameter 0x410022D8 (8920 | JET_efvAllowHigherPersistedFormat)."
Warning,6/11/2020 11:34:15 PM,ESENT,642,General,"Video.UI (10120,D,2) {BF77B55F-43A3-4EE3-9597-1C44FFF4C0F9}: The database format feature version 9180 (0x23dc) could not be used due to the current database format 1568.20.0, controlled by the parameter 0x410022D8 (8920 | JET_efvAllowHigherPersistedFormat)."
Warning,6/11/2020 11:34:15 PM,ESENT,642,General,"Video.UI (10120,D,12) {BF77B55F-43A3-4EE3-9597-1C44FFF4C0F9}: The database format feature version 9080 (0x2378) could not be used due to the current database format 1568.20.0, controlled by the parameter 0x410022D8 (8920 | JET_efvAllowHigherPersistedFormat)."
Warning,6/11/2020 11:34:15 PM,ESENT,642,General,"Video.UI (10120,D,50) {BF77B55F-43A3-4EE3-9597-1C44FFF4C0F9}: The database format feature version 9180 (0x23dc) could not be used due to the current database format 1568.20.0, controlled by the parameter 0x410022D8 (8920 | JET_efvAllowHigherPersistedFormat)."
Warning,6/11/2020 11:34:15 PM,ESENT,642,General,"Video.UI (10120,R,98) {BF77B55F-43A3-4EE3-9597-1C44FFF4C0F9}: The database format feature version 9180 (0x23dc) could not be used due to the current database format 1568.20.0, controlled by the parameter 0x410022D8 (8920 | JET_efvAllowHigherPersistedFormat)."
Error,6/11/2020 11:04:33 PM,Microsoft-Windows-AppModel-Runtime,65,None,Failed with 0x57 retrieving AppModel Runtime status for package Windows.
Warning,6/11/2020 11:03:16 PM,Microsoft-Windows-DistributedCOM,10016,None,"The machine-default permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{C2F03A33-21F5-47FA-B4BB-156362A2F239}
 and APPID 
{316CDED5-E4AE-4B15-9113-7055D84DCC97}
 to the user LAPTOP-3VCLFU80\almoi SID (S-1-5-21-3160199353-1972228045-1784530820-1001) from address LocalHost (Using LRPC) running in the application container Microsoft.Windows.ShellExperienceHost_10.0.19041.1_neutral_neutral_cw5n1h2txyewy SID (S-1-15-2-155514346-2573954481-755741238-1654018636-1233331829-3075935687-2861478708). This security permission can be modified using the Component Services administrative tool."
Warning,6/11/2020 10:20:13 PM,Microsoft-Windows-Security-SPP,8233,None,"The rules engine reported a failed VL activation attempt.
Reason:0xC004F074
AppId = 0ff1ce15-a989-479d-af46-f275c6370663, SkuId = dedfa23d-6ed1-45a6-85dc-63cae0546de6
Trigger=NetworkAvailable"
Warning,6/11/2020 10:19:47 PM,ESENT,642,General,"MicrosoftEdge (14380,D,12) C:\Users\almoi\AppData\Local\Packages\microsoft.microsoftedge_8wekyb3d8bbwe\AC\MicrosoftEdge\User\Default\DataStore\Data\nouser1\120712-0049\: The database format feature version 9080 (0x2378) could not be used due to the current database format 1568.20.0, controlled by the parameter 0x410022D8 (8920 | JET_efvAllowHigherPersistedFormat)."
Warning,6/11/2020 10:19:47 PM,ESENT,642,General,"MicrosoftEdge (14380,D,50) C:\Users\almoi\AppData\Local\Packages\microsoft.microsoftedge_8wekyb3d8bbwe\AC\MicrosoftEdge\User\Default\DataStore\Data\nouser1\120712-0049\: The database format feature version 9180 (0x23dc) could not be used due to the current database format 1568.20.0, controlled by the parameter 0x410022D8 (8920 | JET_efvAllowHigherPersistedFormat)."
Error,6/11/2020 10:19:44 PM,Microsoft-Windows-AppModel-Runtime,65,None,Failed with 0x57 retrieving AppModel Runtime status for package Windows.
Warning,6/11/2020 10:19:31 PM,BTHUSB,34,None,"The local adapter does not support an important Low Energy controller state to support peripheral mode.  The minimum required supported state mask is 0x2491f7fffff, got 0x1fffffff.  Low Energy peripheral role functionality will not be available."
Error,6/11/2020 9:57:40 PM,Microsoft-Windows-Kernel-Power,137,None,The system firmware has changed the processor's memory type range registers (MTRRs) across a sleep state transition (S4). This can result in reduced resume performance.
Warning,6/11/2020 9:48:13 PM,Microsoft-Windows-Security-SPP,8233,None,"The rules engine reported a failed VL activation attempt.
Reason:0xC004F074
AppId = 0ff1ce15-a989-479d-af46-f275c6370663, SkuId = dedfa23d-6ed1-45a6-85dc-63cae0546de6
Trigger=NetworkAvailable"
Warning,6/11/2020 9:47:49 PM,Microsoft-Windows-Security-SPP,8233,None,"The rules engine reported a failed VL activation attempt.
Reason:0xC004F074
AppId = 0ff1ce15-a989-479d-af46-f275c6370663, SkuId = dedfa23d-6ed1-45a6-85dc-63cae0546de6
Trigger=TimerEvent"
Error,6/11/2020 9:47:13 PM,Microsoft-Windows-Kernel-EventTracing,3,Session,"Session ""PerfDiag Logger"" stopped due to the following error: 0xC0000188"
Warning,6/11/2020 9:47:13 PM,Microsoft-Windows-Kernel-EventTracing,4,Logging,"The maximum file size for session ""PerfDiag Logger"" has been reached. As a result, events might be lost (not logged) to file ""C:\WINDOWS\system32\WDI\LogFiles\ShutdownPerfDiagLogger.etl"". The maximum files size is currently set to 20971520 bytes."
Warning,6/11/2020 9:47:13 PM,BTHUSB,34,None,"The local adapter does not support an important Low Energy controller state to support peripheral mode.  The minimum required supported state mask is 0x2491f7fffff, got 0x1fffffff.  Low Energy peripheral role functionality will not be available."
Error,6/11/2020 7:43:55 PM,Microsoft-Windows-Kernel-Power,137,None,The system firmware has changed the processor's memory type range registers (MTRRs) across a sleep state transition (S4). This can result in reduced resume performance.
Warning,6/11/2020 7:33:50 PM,Microsoft-Windows-Security-SPP,8233,None,"The rules engine reported a failed VL activation attempt.
Reason:0xC004F074
AppId = 0ff1ce15-a989-479d-af46-f275c6370663, SkuId = dedfa23d-6ed1-45a6-85dc-63cae0546de6
Trigger=NetworkAvailable"
Error,6/11/2020 7:33:12 PM,Microsoft-Windows-DistributedCOM,10010,None,The server microsoft.windowscommunicationsapps_16005.12827.20290.0_x64__8wekyb3d8bbwe!microsoft.windowslive.calendar.AppXwkn9j84yh1kvnt49k5r8h6y1ecsv09hs.mca did not register with DCOM within the required timeout.
Warning,6/11/2020 7:32:57 PM,BTHUSB,34,None,"The local adapter does not support an important Low Energy controller state to support peripheral mode.  The minimum required supported state mask is 0x2491f7fffff, got 0x1fffffff.  Low Energy peripheral role functionality will not be available."
Error,6/11/2020 5:57:07 PM,Microsoft-Windows-Kernel-Power,137,None,The system firmware has changed the processor's memory type range registers (MTRRs) across a sleep state transition (S4). This can result in reduced resume performance.
Error,6/11/2020 5:52:02 PM,Microsoft-Windows-AppModel-Runtime,65,None,Failed with 0x57 retrieving AppModel Runtime status for package Windows.
Error,6/11/2020 5:30:15 PM,Microsoft-Windows-AppModel-Runtime,65,None,Failed with 0x57 retrieving AppModel Runtime status for package Windows.
Warning,6/11/2020 5:29:46 PM,Microsoft-Windows-DistributedCOM,10016,None,"The machine-default permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{C2F03A33-21F5-47FA-B4BB-156362A2F239}
 and APPID 
{316CDED5-E4AE-4B15-9113-7055D84DCC97}
 to the user LAPTOP-3VCLFU80\almoi SID (S-1-5-21-3160199353-1972228045-1784530820-1001) from address LocalHost (Using LRPC) running in the application container Microsoft.Windows.ShellExperienceHost_10.0.19041.1_neutral_neutral_cw5n1h2txyewy SID (S-1-15-2-155514346-2573954481-755741238-1654018636-1233331829-3075935687-2861478708). This security permission can be modified using the Component Services administrative tool."
Warning,6/11/2020 5:29:17 PM,Microsoft-Windows-DistributedCOM,10016,None,"The machine-default permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{C2F03A33-21F5-47FA-B4BB-156362A2F239}
 and APPID 
{316CDED5-E4AE-4B15-9113-7055D84DCC97}
 to the user LAPTOP-3VCLFU80\almoi SID (S-1-5-21-3160199353-1972228045-1784530820-1001) from address LocalHost (Using LRPC) running in the application container Microsoft.Windows.ShellExperienceHost_10.0.19041.1_neutral_neutral_cw5n1h2txyewy SID (S-1-15-2-155514346-2573954481-755741238-1654018636-1233331829-3075935687-2861478708). This security permission can be modified using the Component Services administrative tool."
Error,6/11/2020 5:28:47 PM,Service Control Manager,7000,None,"The Steam Client Service service failed to start due to the following error: 
The service did not respond to the start or control request in a timely fashion."
Error,6/11/2020 5:28:47 PM,Service Control Manager,7009,None,A timeout was reached (30000 milliseconds) while waiting for the Steam Client Service service to connect.
Warning,6/11/2020 5:28:46 PM,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{2593F8B9-4EAF-457C-B68A-50F6B8EA6B54}
 and APPID 
{15C20B67-12E7-4BB6-92BB-7AFF07997402}
 to the user LAPTOP-3VCLFU80\almoi SID (S-1-5-21-3160199353-1972228045-1784530820-1001) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Warning,6/11/2020 5:28:26 PM,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{2593F8B9-4EAF-457C-B68A-50F6B8EA6B54}
 and APPID 
{15C20B67-12E7-4BB6-92BB-7AFF07997402}
 to the user LAPTOP-3VCLFU80\almoi SID (S-1-5-21-3160199353-1972228045-1784530820-1001) from address LocalHost (Using LRPC) running in the application container SpotifyAB.SpotifyMusic_1.134.694.0_x86__zpdnekdrzrea0 SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Warning,6/11/2020 5:27:54 PM,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{2593F8B9-4EAF-457C-B68A-50F6B8EA6B54}
 and APPID 
{15C20B67-12E7-4BB6-92BB-7AFF07997402}
 to the user LAPTOP-3VCLFU80\almoi SID (S-1-5-21-3160199353-1972228045-1784530820-1001) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Warning,6/11/2020 5:27:47 PM,Microsoft-Windows-DistributedCOM,10016,None,"The machine-default permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{C2F03A33-21F5-47FA-B4BB-156362A2F239}
 and APPID 
{316CDED5-E4AE-4B15-9113-7055D84DCC97}
 to the user LAPTOP-3VCLFU80\almoi SID (S-1-5-21-3160199353-1972228045-1784530820-1001) from address LocalHost (Using LRPC) running in the application container Microsoft.Windows.ShellExperienceHost_10.0.19041.1_neutral_neutral_cw5n1h2txyewy SID (S-1-15-2-155514346-2573954481-755741238-1654018636-1233331829-3075935687-2861478708). This security permission can be modified using the Component Services administrative tool."
Warning,6/11/2020 5:27:33 PM,Microsoft-Windows-Security-SPP,8233,None,"The rules engine reported a failed VL activation attempt.
Reason:0xC004F074
AppId = 0ff1ce15-a989-479d-af46-f275c6370663, SkuId = dedfa23d-6ed1-45a6-85dc-63cae0546de6
Trigger=UserLogon(2)"
Warning,6/11/2020 5:27:10 PM,Microsoft-Windows-Security-SPP,8233,None,"The rules engine reported a failed VL activation attempt.
Reason:0xC004F074
AppId = 0ff1ce15-a989-479d-af46-f275c6370663, SkuId = dedfa23d-6ed1-45a6-85dc-63cae0546de6
Trigger=NetworkAvailable"
Warning,6/11/2020 5:26:46 PM,Microsoft-Windows-Security-SPP,8233,None,"The rules engine reported a failed VL activation attempt.
Reason:0xC004F074
AppId = 0ff1ce15-a989-479d-af46-f275c6370663, SkuId = dedfa23d-6ed1-45a6-85dc-63cae0546de6
Trigger=TimerEvent"
Warning,6/11/2020 5:26:45 PM,ESENT,642,General,"MicrosoftEdge (5920,D,12) C:\Users\almoi\AppData\Local\Packages\microsoft.microsoftedge_8wekyb3d8bbwe\AC\MicrosoftEdge\User\Default\DataStore\Data\nouser1\120712-0049\: The database format feature version 9080 (0x2378) could not be used due to the current database format 1568.20.0, controlled by the parameter 0x410022D8 (8920 | JET_efvAllowHigherPersistedFormat)."
Warning,6/11/2020 5:26:45 PM,ESENT,642,General,"MicrosoftEdge (5920,R,98) C:\Users\almoi\AppData\Local\Packages\microsoft.microsoftedge_8wekyb3d8bbwe\AC\MicrosoftEdge\User\Default\DataStore\Data\nouser1\120712-0049\: The database format feature version 9180 (0x23dc) could not be used due to the current database format 1568.20.0, controlled by the parameter 0x410022D8 (8920 | JET_efvAllowHigherPersistedFormat)."
Warning,6/11/2020 5:26:17 PM,ESENT,642,General,"DllHost (8604,D,35) WebPlatStorage: The database format feature version 9120 (0x23a0) could not be used due to the current database format 1568.20.0, controlled by the parameter 0x40000001 (JET_efvUseEngineDefault)."
Warning,6/11/2020 5:26:17 PM,ESENT,642,General,"DllHost (8604,D,35) WebPlatStorage: The database format feature version 9180 (0x23dc) could not be used due to the current database format 1568.20.0, controlled by the parameter 0x40000001 (JET_efvUseEngineDefault)."
Warning,6/11/2020 5:26:10 PM,Microsoft-Windows-User Device Registration,360,None,"Windows Hello for Business provisioning will not be launched. 
Device is AAD joined ( AADJ or DJ++ ): Not Tested 
User has logged on with AAD credentials: No 
Windows Hello for Business policy is enabled: Not Tested 
Windows Hello for Business post-logon provisioning is enabled: Not Tested 
Local computer meets Windows hello for business hardware requirements: Not Tested 
User is not connected to the machine via Remote Desktop: Yes 
User certificate for on premise auth policy is enabled: Not Tested 
Machine is governed by none policy. 
See https://go.microsoft.com/fwlink/?linkid=832647 for more details."
Warning,6/11/2020 5:26:03 PM,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{6B3B8D23-FA8D-40B9-8DBD-B950333E2C52}
 and APPID 
{4839DDB7-58C2-48F5-8283-E1D1807D0D7D}
 to the user NT AUTHORITY\LOCAL SERVICE SID (S-1-5-19) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Warning,6/11/2020 5:26:03 PM,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{6B3B8D23-FA8D-40B9-8DBD-B950333E2C52}
 and APPID 
{4839DDB7-58C2-48F5-8283-E1D1807D0D7D}
 to the user NT AUTHORITY\LOCAL SERVICE SID (S-1-5-19) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Error,6/11/2020 5:26:02 PM,Service Control Manager,7023,None,"The MessagingService_d07760 service terminated with the following error: 
The device is not ready."
Warning,6/11/2020 5:26:00 PM,BTHUSB,34,None,"The local adapter does not support an important Low Energy controller state to support peripheral mode.  The minimum required supported state mask is 0x2491f7fffff, got 0x1fffffff.  Low Energy peripheral role functionality will not be available."
Warning,6/11/2020 11:43:19 AM,Microsoft-Windows-Security-SPP,8233,None,"The rules engine reported a failed VL activation attempt.
Reason:0xC004F074
AppId = 0ff1ce15-a989-479d-af46-f275c6370663, SkuId = dedfa23d-6ed1-45a6-85dc-63cae0546de6
Trigger=TimerEvent"
Warning,6/11/2020 11:12:51 AM,ESENT,642,General,"Video.UI (15068,D,2) {422D952D-86A0-4E00-AA1C-3EBBBA83031A}: The database format feature version 9080 (0x2378) could not be used due to the current database format 1568.20.0, controlled by the parameter 0x410022D8 (8920 | JET_efvAllowHigherPersistedFormat)."
Warning,6/11/2020 11:12:51 AM,ESENT,642,General,"Video.UI (15068,D,2) {422D952D-86A0-4E00-AA1C-3EBBBA83031A}: The database format feature version 9180 (0x23dc) could not be used due to the current database format 1568.20.0, controlled by the parameter 0x410022D8 (8920 | JET_efvAllowHigherPersistedFormat)."
Warning,6/11/2020 11:12:51 AM,ESENT,642,General,"Video.UI (15068,D,12) {422D952D-86A0-4E00-AA1C-3EBBBA83031A}: The database format feature version 9080 (0x2378) could not be used due to the current database format 1568.20.0, controlled by the parameter 0x410022D8 (8920 | JET_efvAllowHigherPersistedFormat)."
Warning,6/11/2020 11:12:51 AM,ESENT,642,General,"Video.UI (15068,D,50) {422D952D-86A0-4E00-AA1C-3EBBBA83031A}: The database format feature version 9180 (0x23dc) could not be used due to the current database format 1568.20.0, controlled by the parameter 0x410022D8 (8920 | JET_efvAllowHigherPersistedFormat)."
Warning,6/11/2020 11:12:50 AM,ESENT,642,General,"Video.UI (15068,R,98) {422D952D-86A0-4E00-AA1C-3EBBBA83031A}: The database format feature version 9180 (0x23dc) could not be used due to the current database format 1568.20.0, controlled by the parameter 0x410022D8 (8920 | JET_efvAllowHigherPersistedFormat)."
Warning,6/11/2020 10:36:46 AM,Microsoft-Windows-DistributedCOM,10016,None,"The machine-default permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{C2F03A33-21F5-47FA-B4BB-156362A2F239}
 and APPID 
{316CDED5-E4AE-4B15-9113-7055D84DCC97}
 to the user LAPTOP-3VCLFU80\almoi SID (S-1-5-21-3160199353-1972228045-1784530820-1001) from address LocalHost (Using LRPC) running in the application container Microsoft.Windows.ShellExperienceHost_10.0.19041.1_neutral_neutral_cw5n1h2txyewy SID (S-1-15-2-155514346-2573954481-755741238-1654018636-1233331829-3075935687-2861478708). This security permission can be modified using the Component Services administrative tool."
Warning,6/11/2020 10:34:37 AM,Microsoft-Windows-DistributedCOM,10016,None,"The machine-default permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{C2F03A33-21F5-47FA-B4BB-156362A2F239}
 and APPID 
{316CDED5-E4AE-4B15-9113-7055D84DCC97}
 to the user LAPTOP-3VCLFU80\almoi SID (S-1-5-21-3160199353-1972228045-1784530820-1001) from address LocalHost (Using LRPC) running in the application container Microsoft.Windows.ShellExperienceHost_10.0.19041.1_neutral_neutral_cw5n1h2txyewy SID (S-1-15-2-155514346-2573954481-755741238-1654018636-1233331829-3075935687-2861478708). This security permission can be modified using the Component Services administrative tool."
Warning,6/11/2020 10:28:00 AM,Microsoft-Windows-DistributedCOM,10016,None,"The machine-default permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{C2F03A33-21F5-47FA-B4BB-156362A2F239}
 and APPID 
{316CDED5-E4AE-4B15-9113-7055D84DCC97}
 to the user LAPTOP-3VCLFU80\almoi SID (S-1-5-21-3160199353-1972228045-1784530820-1001) from address LocalHost (Using LRPC) running in the application container Microsoft.Windows.ShellExperienceHost_10.0.19041.1_neutral_neutral_cw5n1h2txyewy SID (S-1-15-2-155514346-2573954481-755741238-1654018636-1233331829-3075935687-2861478708). This security permission can be modified using the Component Services administrative tool."
Warning,6/11/2020 10:27:38 AM,Microsoft-Windows-DistributedCOM,10016,None,"The machine-default permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{C2F03A33-21F5-47FA-B4BB-156362A2F239}
 and APPID 
{316CDED5-E4AE-4B15-9113-7055D84DCC97}
 to the user LAPTOP-3VCLFU80\almoi SID (S-1-5-21-3160199353-1972228045-1784530820-1001) from address LocalHost (Using LRPC) running in the application container Microsoft.Windows.ShellExperienceHost_10.0.19041.1_neutral_neutral_cw5n1h2txyewy SID (S-1-15-2-155514346-2573954481-755741238-1654018636-1233331829-3075935687-2861478708). This security permission can be modified using the Component Services administrative tool."
Warning,6/11/2020 10:18:22 AM,Microsoft-Windows-DistributedCOM,10016,None,"The machine-default permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{C2F03A33-21F5-47FA-B4BB-156362A2F239}
 and APPID 
{316CDED5-E4AE-4B15-9113-7055D84DCC97}
 to the user LAPTOP-3VCLFU80\almoi SID (S-1-5-21-3160199353-1972228045-1784530820-1001) from address LocalHost (Using LRPC) running in the application container Microsoft.Windows.ShellExperienceHost_10.0.19041.1_neutral_neutral_cw5n1h2txyewy SID (S-1-15-2-155514346-2573954481-755741238-1654018636-1233331829-3075935687-2861478708). This security permission can be modified using the Component Services administrative tool."
Warning,6/11/2020 10:12:11 AM,Microsoft-Windows-DistributedCOM,10016,None,"The machine-default permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{C2F03A33-21F5-47FA-B4BB-156362A2F239}
 and APPID 
{316CDED5-E4AE-4B15-9113-7055D84DCC97}
 to the user LAPTOP-3VCLFU80\almoi SID (S-1-5-21-3160199353-1972228045-1784530820-1001) from address LocalHost (Using LRPC) running in the application container Microsoft.Windows.ShellExperienceHost_10.0.19041.1_neutral_neutral_cw5n1h2txyewy SID (S-1-15-2-155514346-2573954481-755741238-1654018636-1233331829-3075935687-2861478708). This security permission can be modified using the Component Services administrative tool."
Warning,6/11/2020 9:44:45 AM,Microsoft-Windows-DeviceSetupManager,123,None,The DSM service was delayed by 41 seconds for a driver query/download/install on device 'USB\VID_062A&PID_4101&MI_00\6&22CCF7AA&0&0000'
Warning,6/11/2020 9:43:47 AM,ESENT,642,General,"MicrosoftEdge (9536,D,22) C:\Users\almoi\AppData\Local\Packages\microsoft.microsoftedge_8wekyb3d8bbwe\AC\MicrosoftEdge\User\Default\DataStore\Data\nouser1\120712-0049\: The database format feature version 9120 (0x23a0) could not be used due to the current database format 1568.20.0, controlled by the parameter 0x410022D8 (8920 | JET_efvAllowHigherPersistedFormat)."
